StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent-prolific,prolific_id,country_residence,hiring_experience,recommend-scale,open-form-explain,fit,quit,easy-to-manage,team-player,attention-binary-qs,gender,gender _3_TEXT,age,education,geography,work-experience,employment-status,employment-status _7_TEXT,specific-occupation,specific-occupation_6_TEXT,followup-jobtitle,followup-other,followup-other_1_TEXT,followup-other_2_TEXT,feedback,PROLIFIC_PID,resumes_randomization_DO_male-employee,resumes_randomization_DO_female-founder,resumes_randomization_DO_female-employee,resumes_randomization_DO_male-founder,specific-questions_DO_quit,specific-questions_DO_fit,specific-questions_DO_team-player,specific-questions_DO_easy-to-manage
2021-11-25T12:43:51Z,2021-11-25T13:07:43Z,IP Address,173.92.197.124,100,1432,TRUE,2021-11-25T13:07:43Z,R_3CIPAqrH6falGXR,NA,NA,NA,NA,35.415496826171875,-80.61430358886719,anonymous,EN,I consent,60cdbe2390c033540fad1177,United States,Yes,Definitely will recommend,Because of his skill experience and qualification.,A moderately good fit,Not very likely,Not easy,An extremely good team player,"No, not an ex-founder",Male,NA,39,Associate or Bachelor's degree,Midwest,10–20 years,Working,NA,Type name here:,Katia Robinson,Marketing officer,NA,NA,NA,It's already perfect.,60cdbe2390c033540fad1177,NA,NA,1,NA,2,4,1,3
2021-11-25T13:04:48Z,2021-11-25T13:07:54Z,IP Address,24.102.104.172,100,186,TRUE,2021-11-25T13:07:55Z,R_1gLoK6cHDGpliQZ,NA,NA,NA,NA,40.74650573730469,-73.90899658203125,anonymous,EN,I consent,5eb2bffa2f51de04d4f35219,United States,Yes,Probably recommend,Experienced leading a team and with technology,A slightly good fit,"Might or
might not quit",Neither easy nor difficult,A moderately good team player,"No, not an ex-founder",Male,NA,60,Associate or Bachelor's degree,Northeast,More than 20 years,Working,NA,Type name here:,Maroons Online,Cybersecurity,NA,NA,NA,Good study. Thanks.,5eb2bffa2f51de04d4f35219,1,NA,NA,NA,2,4,1,3
2021-11-25T13:00:14Z,2021-11-25T13:08:01Z,IP Address,73.152.126.196,100,466,TRUE,2021-11-25T13:08:01Z,R_3GrhUEL2F06G3Xl,NA,NA,NA,NA,39.265106201171875,-78.19609832763672,anonymous,EN,I consent,610008383c0a128712403745,United States,Yes,Very probably recommend,They seem very knowledgeable about the field of marketing. They have a strong background and great history.,A moderately good fit,Not very likely,Very easy,A moderately good team player,"No, not an ex-founder",Female,NA,43,Associate or Bachelor's degree,South,More than 20 years,Working,NA,Type name here:,Handy Mart,Assistant manager,NA,NA,NA,break the resume down into smaller sections. Have one or two sections per page. It would be easier to retain more information that way.,610008383c0a128712403745,1,NA,NA,NA,4,1,3,2
2021-11-25T13:02:41Z,2021-11-25T13:08:40Z,IP Address,96.75.18.89,100,359,TRUE,2021-11-25T13:08:41Z,R_bO3LWA0y2zdftmN,NA,NA,NA,NA,30.38409423828125,-81.4395980834961,anonymous,EN,I consent,6150dd7a8f92b6107473a171,United States,Yes,Very probably recommend,He has lots of experience with different programs and has excelled in his career to the Chief Officer. His resume does not present him as someone who is unreliable or hops from job to job.,Neither a bad nor a good fit,Not likely,Very easy,A moderately good team player,"No, not an ex-founder",Male,NA,23,High school degree,South,5–10 years,Working,NA,Type name here:,Grace Management,Front Desk/Concierge,NA,NA,NA,NA,6150dd7a8f92b6107473a171,NA,NA,NA,1,2,3,1,4
2021-11-25T13:03:57Z,2021-11-25T13:08:46Z,IP Address,159.235.36.132,100,288,TRUE,2021-11-25T13:08:46Z,R_33s7yqogfWjO0Dx,NA,NA,NA,NA,34.83079528808594,-82.35070037841797,anonymous,EN,I consent,5bb7d8139b5f7e0001d43a6c,United States,Yes,Very probably recommend,She seems to excel at what she does.,A moderately good fit,Not very likely,Very easy,A moderately good team player,"No, not an ex-founder",Female,NA,31,Associate or Bachelor's degree,South,10–20 years,Working,NA,Does not apply / Other,NA,NA,Write industry here:,Arts,NA,NA,5bb7d8139b5f7e0001d43a6c,NA,NA,1,NA,1,2,3,4
2021-11-25T12:58:32Z,2021-11-25T13:09:03Z,IP Address,69.203.70.237,100,631,TRUE,2021-11-25T13:09:04Z,R_ebz7rVMbPP74dt7,NA,NA,NA,NA,40.69940185546875,-73.88829803466797,anonymous,EN,I consent,5fb2041681fe9376804e1249,United States,Yes,Definitely will recommend,This candidate has proven experience and skills in marketing and on paper comes across as very well-rounded and accomplished.,A moderately good fit,"Might or
might not quit",Neither easy nor difficult,An extremely good team player,"Yes, an ex-founder",Female,NA,39,Associate or Bachelor's degree,Northeast,10–20 years,Working,NA,Type name here:,Quest,Account executive,NA,NA,NA,No further comments.,5fb2041681fe9376804e1249,NA,1,NA,NA,3,2,1,4
2021-11-25T13:06:20Z,2021-11-25T13:09:23Z,IP Address,45.43.111.100,100,183,TRUE,2021-11-25T13:09:24Z,R_3il5MAJozDFG3eH,NA,NA,NA,NA,35.12120056152344,-85.30339813232422,anonymous,EN,I consent,60fe0b830c9f6498a8e74ada,United States,Yes,Probably recommend,Experience and education seem significant. The accomplishment are impressive.,A slightly good fit,Not likely,Neither easy nor difficult,A neither good nor bad team player,"No, not an ex-founder",Female,NA,45,Master's degree,South,More than 20 years,Working,NA,Type name here:,HRMC,HR Consultant,NA,NA,NA,NA,60fe0b830c9f6498a8e74ada,NA,1,NA,NA,2,3,1,4
2021-11-25T13:04:48Z,2021-11-25T13:10:29Z,IP Address,73.113.4.64,100,341,TRUE,2021-11-25T13:10:29Z,R_3oKEje6s3GGa8W9,NA,NA,NA,NA,36.049896240234375,-83.92279815673828,anonymous,EN,I consent,5f1f376f67f0051036338137,United States,Yes,Definitely will recommend,"Good resume,Good experience, and moved up quickly.",An extremely good fit,"Definitely
will not quit",Definitely easy,An extremely good team player,"No, not an ex-founder",Female,NA,57,Associate or Bachelor's degree,South,More than 20 years,Working,NA,Type name here:,Public Partnerships,"Supervisor, Health Care",NA,NA,NA,No,5f1f376f67f0051036338137,NA,1,NA,NA,2,1,4,3
2021-11-25T13:05:38Z,2021-11-25T13:10:42Z,IP Address,172.58.6.178,100,304,TRUE,2021-11-25T13:10:42Z,R_338sZASCqL3jLML,NA,NA,NA,NA,33.82310485839844,-84.32579803466797,anonymous,EN,I consent,5de831cad4995d000c5fb540,United States,Yes,"Might or
might not recommend","Successful, educated, focused.",Neither a bad nor a good fit,"Might or
might not quit",Neither easy nor difficult,A moderately good team player,"Yes, an ex-founder",Male,NA,60,Associate or Bachelor's degree,Northeast,More than 20 years,Working,NA,Does not apply / Other,NA,NA,Write industry here:,Mfg,NA,NA,5de831cad4995d000c5fb540,NA,NA,NA,1,2,3,1,4
2021-11-25T13:05:30Z,2021-11-25T13:11:19Z,IP Address,104.5.188.224,100,348,TRUE,2021-11-25T13:11:19Z,R_5cBQpVHlYsrUj97,NA,NA,NA,NA,30.67010498046875,-81.4657974243164,anonymous,EN,I consent,5ec59870db44d65d215887fb,United States,Yes,Definitely will recommend,Hr education and work experience were impressive.,An extremely good fit,"Definitely
will not quit",Definitely easy,An extremely good team player,"Yes, an ex-founder",Male,NA,48,Associate or Bachelor's degree,South,More than 20 years,Working,NA,Type name here:,guifx,manager,NA,NA,NA,none,5ec59870db44d65d215887fb,NA,1,NA,NA,4,3,1,2
2021-11-25T13:06:21Z,2021-11-25T13:11:51Z,IP Address,98.180.255.41,100,329,TRUE,2021-11-25T13:11:51Z,R_20SWQj2EbosSCjZ,NA,NA,NA,NA,29.70050048828125,-82.30799865722656,anonymous,EN,I consent,5969496f06679c00014b818e,United States,Yes,Probably recommend,"This candidate has the skills and education to hold the position for the job.  Also, I didn't see any significant periods of unemployment.",A moderately good fit,"Might or
might not quit",Easy,A moderately good team player,"Yes, an ex-founder",Male,NA,41,Associate or Bachelor's degree,South,More than 20 years,Working,NA,Type name here:,shands,lineman supervisor,NA,NA,NA,I enjoyed taking this survey.  Please consider me for future studies. Thank you.,5969496f06679c00014b818e,NA,NA,NA,1,4,1,3,2
2021-11-25T13:01:55Z,2021-11-25T13:12:02Z,IP Address,72.94.78.91,100,607,TRUE,2021-11-25T13:12:02Z,R_3GDiRc8l7o7kEIp,NA,NA,NA,NA,40.089996337890625,-75.03630065917969,anonymous,EN,I consent,5d2fbee1fb16450018a7a023,United States,Yes,Definitely will recommend,The applicant meets and has all the skills for the position.,A slightly good fit,Likely,Easy,An extremely good team player,"No, not an ex-founder",Male,NA,36,Associate or Bachelor's degree,South,5–10 years,Working,NA,Type name here:,ADVANTEX IT Services,System Administrator,NA,NA,NA,No comments,5d2fbee1fb16450018a7a023,NA,NA,1,NA,2,3,1,4
2021-11-25T13:04:46Z,2021-11-25T13:13:19Z,IP Address,67.253.85.230,100,512,TRUE,2021-11-25T13:13:19Z,R_CjoXUJoPOiEOemR,NA,NA,NA,NA,43.38580322265625,-70.54530334472656,anonymous,EN,I consent,60464c1eb5eb8b0dccd04684,United States,Yes,Very probably recommend,They seem very experienced in marketing and have done a lot in the field.,An extremely good fit,Not very likely,Definitely easy,A moderately good team player,"No, not an ex-founder",Male,NA,26,Associate or Bachelor's degree,Northeast,5–10 years,Working,NA,Type name here:,Hannaford,Deli manager,NA,NA,NA,NA,60464c1eb5eb8b0dccd04684,NA,NA,1,NA,2,1,3,4
2021-11-25T13:06:21Z,2021-11-25T13:15:51Z,IP Address,68.134.218.51,100,570,TRUE,2021-11-25T13:15:52Z,R_12yhrvd530N5Pv3,NA,NA,NA,NA,38.951202392578125,-76.49440002441406,anonymous,EN,I consent,55abb1a5fdf99b501fab62e3,United States,Yes,Definitely will recommend,The candidate has the requisite education and job experience for the position.,An extremely good fit,Not likely,Definitely easy,An extremely good team player,"No, not an ex-founder",Male,NA,78,Associate or Bachelor's degree,South,More than 20 years,Working,NA,Type name here:,Editing Round the Clock,Owner,NA,NA,NA,"""Keeping House"" was a term used by the US Census as a classification in the 19th century - do better with your classification terminology!",55abb1a5fdf99b501fab62e3,1,NA,NA,NA,4,3,1,2
2021-11-25T13:09:18Z,2021-11-25T13:23:00Z,IP Address,67.189.50.183,100,821,TRUE,2021-11-25T13:23:00Z,R_2rGym1M8tlmPtOm,NA,NA,NA,NA,45.480499267578125,-122.63629913330078,anonymous,EN,I consent,6029b0e17f3b5d944ab183f1,United States,Yes,Very probably recommend,Joe's resume looks appealing and strong. His experience fits this position perfectly.,A moderately good fit,"Might or
might not quit",Very easy,A moderately good team player,"No, not an ex-founder",Male,NA,32,Associate or Bachelor's degree,West,5–10 years,Working,NA,Type name here:,Bank of America,Accountant,NA,NA,NA,NA,6029b0e17f3b5d944ab183f1,1,NA,NA,NA,2,1,4,3
